tripduration,starttime,stoptime,start station id,start station name,end station id,end station name,bikeid,name_localizedValue,usertype
544,2018-05-04 15:28:42,2018-05-04 15:37:47,3272,Jersey & 3rd,3187,Warren St,30987,Join Citi Bike for $14.95/month,Subscriber
725,2018-05-04 15:29:13,2018-05-04 15:41:18,3198,Heights Elevator,3195,Sip Ave,33607,Annual Membership,Subscriber
1372,2018-05-04 15:31:18,2018-05-04 15:54:10,3272,Jersey & 3rd,3211,Newark Ave,33568,Annual Membership from Citi Bike App,Subscriber
598,2018-05-04 15:33:11,2018-05-04 15:43:10,3205,JC Medical Center,3211,Newark Ave,26208,Annual Membership,Subscriber
309,2018-05-04 15:33:46,2018-05-04 15:38:56,3639,Harborside,3202,Newport PATH,33562,Annual Membership,Subscriber
304,2018-05-04 15:34:51,2018-05-04 15:39:56,3275,Columbus Drive,3267,Morris Canal,29455,Annual Membership,Subscriber
265,2018-05-04 15:34:58,2018-05-04 15:39:23,3186,Grove St PATH,3278,Monmouth and 6th,26261,Annual Membership,Subscriber
267,2018-05-04 15:35:01,2018-05-04 15:39:29,3481,York St,3186,Grove St PATH,33577,Annual Membership,Subscriber
231,2018-05-04 15:37:35,2018-05-04 15:41:26,3185,City Hall,3276,Marin Light Rail,33631,Annual Membership,Subscriber
630,2018-05-04 15:39:54,2018-05-04 15:50:25,3201,Dey St,3193,Lincoln Park,29517,FREE Bonus Month with Annual Membership,Subscriber
314,2018-05-04 15:48:33,2018-05-04 15:53:47,3183,Exchange Place,3267,Morris Canal,33575,Annual Membership,Subscriber
395,2018-05-04 15:51:12,2018-05-04 15:57:47,3195,Sip Ave,3280,Astor Place,26216,Annual Membership,Subscriber
257,2018-05-04 15:51:21,2018-05-04 15:55:38,3192,Liberty Light Rail,3205,JC Medical Center,29284,Annual Membership,Subscriber
467,2018-05-04 15:51:28,2018-05-04 15:59:16,3195,Sip Ave,3210,Pershing Field,33624,Annual Membership from Citi Bike App,Subscriber
100,2018-05-04 15:52:12,2018-05-04 15:53:53,3426,JCBS Depot,3426,JCBS Depot,26157,JCBS Employee,Subscriber
399,2018-05-04 15:52:49,2018-05-04 15:59:28,3195,Sip Ave,3225,Baldwin at Montgomery,26279,Annual Membership from Citi Bike App,Subscriber
415,2018-05-04 15:53:13,2018-05-04 16:00:08,3201,Dey St,3193,Lincoln Park,29613,FREE Bonus Month with Annual Membership,Subscriber
2348,2018-05-04 15:53:46,2018-05-04 16:32:55,3638,Washington St,3638,Washington St,26160,Single Ride,Customer
413,2018-05-04 15:55:20,2018-05-04 16:02:13,3214,Essex Light Rail,3203,Hamilton Park,29217,Annual Membership,Subscriber
258,2018-05-04 15:57:07,2018-05-04 16:01:25,3269,Brunswick & 6th,3186,Grove St PATH,26192,Annual Membership,Subscriber
246,2018-05-04 15:57:08,2018-05-04 16:01:14,3186,Grove St PATH,3279,Dixon Mills,33577,$25 Off Annual Membership,Subscriber
193,2018-05-04 15:58:35,2018-05-04 16:01:48,3272,Jersey & 3rd,3273,Manila & 1st,29499,Annual Membership,Subscriber
346,2018-05-04 16:00:57,2018-05-04 16:06:44,3186,Grove St PATH,3183,Exchange Place,29513,Annual Membership,Subscriber
319,2018-05-04 16:01:11,2018-05-04 16:06:30,3186,Grove St PATH,3278,Monmouth and 6th,26291,Annual Membership,Subscriber
238,2018-05-04 16:01:27,2018-05-04 16:05:25,3185,City Hall,3276,Marin Light Rail,26197,Annual Membership,Subscriber
176,2018-05-04 16:01:41,2018-05-04 16:04:38,3186,Grove St PATH,3279,Dixon Mills,33571,Annual Membership,Subscriber
174,2018-05-04 16:01:43,2018-05-04 16:04:37,3211,Newark Ave,3187,Warren St,33566,Annual Membership,Subscriber
632,2018-05-04 16:01:53,2018-05-04 16:12:26,3640,Journal Square,3211,Newark Ave,33614,Join Citi Bike for $14.95/month,Subscriber
101,2018-05-04 16:02:35,2018-05-04 16:04:16,3202,Newport PATH,3199,Newport Pkwy,33562,Annual Membership,Subscriber
219,2018-05-04 16:05:25,2018-05-04 16:09:05,3186,Grove St PATH,3205,JC Medical Center,26192,Annual Membership,Subscriber
541,2018-05-04 16:05:40,2018-05-04 16:14:41,3207,Oakland Ave,3195,Sip Ave,29280,Annual Membership,Subscriber
1334,2018-05-04 16:09:20,2018-05-04 16:31:34,3186,Grove St PATH,3186,Grove St PATH,29576,Join Citi Bike for $14.95/month,Subscriber
111,2018-05-04 16:09:36,2018-05-04 16:11:27,3185,City Hall,3185,City Hall,32046,Annual Membership,Subscriber
247,2018-05-04 16:10:14,2018-05-04 16:14:21,3203,Hamilton Park,3273,Manila & 1st,29579,FREE Bonus Month with Annual Membership,Subscriber
219,2018-05-04 16:10:26,2018-05-04 16:14:06,3195,Sip Ave,3194,McGinley Square,33621,Annual Membership,Subscriber
694,2018-05-04 16:11:25,2018-05-04 16:22:59,3681,Grand St,3203,Hamilton Park,29592,Annual Membership,Subscriber
503,2018-05-04 16:11:32,2018-05-04 16:19:55,3195,Sip Ave,3280,Astor Place,26275,Annual Membership,Subscriber
226,2018-05-04 16:11:35,2018-05-04 16:15:22,3185,City Hall,3681,Grand St,33563,Annual Membership,Subscriber
323,2018-05-04 16:11:38,2018-05-04 16:17:01,3184,Paulus Hook,3185,City Hall,29512,Annual Membership,Subscriber
1037,2018-05-04 16:11:51,2018-05-04 16:29:09,3202,Newport PATH,3196,Riverview Park,26199,Citi Bike Annual Membership,Subscriber
1135,2018-05-04 16:15:02,2018-05-04 16:33:57,3183,Exchange Place,3206,Hilltop,26151,Join Citi Bike for $14.95/month,Subscriber
105,2018-05-04 16:15:40,2018-05-04 16:17:26,3199,Newport Pkwy,3202,Newport PATH,33562,Annual Membership,Subscriber
472,2018-05-04 16:17:02,2018-05-04 16:24:54,3186,Grove St PATH,3209,Brunswick St,29267,Annual Membership,Subscriber
343,2018-05-04 16:18:51,2018-05-04 16:24:34,3210,Pershing Field,3640,Journal Square,33624,Join Citi Bike for $14.95/month,Subscriber
150,2018-05-04 16:19:13,2018-05-04 16:21:43,3270,Jersey & 6th St,3186,Grove St PATH,33681,Join Citi Bike for $14.95/month,Subscriber
940,2018-05-04 16:20:16,2018-05-04 16:35:57,3186,Grove St PATH,3207,Oakland Ave,26179,Annual Membership,Subscriber
463,2018-05-04 16:21:14,2018-05-04 16:28:57,3195,Sip Ave,3193,Lincoln Park,33661,Annual Membership,Subscriber
219,2018-05-04 16:21:56,2018-05-04 16:25:36,3279,Dixon Mills,3186,Grove St PATH,33571,Annual Membership,Subscriber
375,2018-05-04 16:22:46,2018-05-04 16:29:01,3195,Sip Ave,3678,Fairmount Ave,33612,Annual Membership,Subscriber
1240,2018-05-04 16:22:51,2018-05-04 16:43:32,3267,Morris Canal,3210,Pershing Field,29211,Annual Membership from Citi Bike App,Subscriber
264,2018-05-04 16:23:27,2018-05-04 16:27:51,3203,Hamilton Park,3273,Manila & 1st,29653,Annual Membership,Subscriber
547,2018-05-04 16:25:05,2018-05-04 16:34:12,3198,Heights Elevator,3281,Leonard Gordon Park,29676,Annual Membership from Citi Bike App,Subscriber
431,2018-05-04 16:25:24,2018-05-04 16:32:35,3195,Sip Ave,3280,Astor Place,29545,Annual Membership,Subscriber
1670,2018-05-04 16:26:43,2018-05-04 16:54:33,3184,Paulus Hook,3206,Hilltop,33609,Annual Membership,Subscriber
502,2018-05-04 16:26:48,2018-05-04 16:35:10,3211,Newark Ave,3187,Warren St,33682,Annual Membership from Citi Bike App,Subscriber
1364,2018-05-04 16:28:42,2018-05-04 16:51:26,3275,Columbus Drive,3275,Columbus Drive,29619,Annual Membership,Subscriber
1340,2018-05-04 16:28:46,2018-05-04 16:51:06,3275,Columbus Drive,3275,Columbus Drive,29572,Annual Membership,Subscriber
191,2018-05-04 16:30:36,2018-05-04 16:33:47,3681,Grand St,3185,City Hall,30386,Annual Membership,Subscriber
342,2018-05-04 16:30:55,2018-05-04 16:36:38,3195,Sip Ave,3678,Fairmount Ave,33669,Annual Membership,Subscriber
1783,2018-05-04 16:31:05,2018-05-04 17:00:49,3185,City Hall,3202,Newport PATH,33638,24 Hour,Customer
368,2018-05-04 16:31:23,2018-05-04 16:37:31,3205,JC Medical Center,3211,Newark Ave,29284,Join Citi Bike for $14.95/month,Subscriber
187,2018-05-04 16:33:46,2018-05-04 16:36:54,3278,Monmouth and 6th,3211,Newark Ave,26291,Annual Membership,Subscriber
104,2018-05-04 16:34:28,2018-05-04 16:36:12,3198,Heights Elevator,3196,Riverview Park,29434,Annual Membership,Subscriber
830,2018-05-04 16:34:31,2018-05-04 16:48:22,3186,Grove St PATH,3207,Oakland Ave,29214,Annual Membership,Subscriber
349,2018-05-04 16:36:29,2018-05-04 16:42:19,3186,Grove St PATH,3278,Monmouth and 6th,33580,Annual Membership,Subscriber
1681,2018-05-04 16:38:41,2018-05-04 17:06:42,3203,Hamilton Park,3183,Exchange Place,29217,Annual Membership,Subscriber
386,2018-05-04 16:39:59,2018-05-04 16:46:26,3184,Paulus Hook,3186,Grove St PATH,33677,Annual Membership,Subscriber
253,2018-05-04 16:40:34,2018-05-04 16:44:47,3184,Paulus Hook,3275,Columbus Drive,26217,Annual Membership from Citi Bike App,Subscriber
410,2018-05-04 16:40:44,2018-05-04 16:47:35,3184,Paulus Hook,3185,City Hall,33597,Annual Membership,Subscriber
309,2018-05-04 16:40:52,2018-05-04 16:46:02,3183,Exchange Place,3187,Warren St,26167,Annual Membership,Subscriber
602,2018-05-04 16:38:28,2018-05-04 16:48:30,3184,Paulus Hook,3203,Hamilton Park,33625,Annual Membership,Subscriber
158,2018-05-04 16:42:42,2018-05-04 16:45:21,3272,Jersey & 3rd,3203,Hamilton Park,29674,Join Citi Bike for $14.95/month,Subscriber
438,2018-05-04 16:43:37,2018-05-04 16:50:55,3639,Harborside,3203,Hamilton Park,33565,$25 Off Annual Membership,Subscriber
222,2018-05-04 16:45:44,2018-05-04 16:49:26,3186,Grove St PATH,3279,Dixon Mills,33617,Annual Membership,Subscriber
179,2018-05-04 16:46:31,2018-05-04 16:49:31,3186,Grove St PATH,3279,Dixon Mills,33556,Annual Membership,Subscriber
314,2018-05-04 16:46:41,2018-05-04 16:51:55,3186,Grove St PATH,3269,Brunswick & 6th,26263,Annual Membership,Subscriber
1171,2018-05-04 16:46:52,2018-05-04 17:06:24,3186,Grove St PATH,3186,Grove St PATH,29473,Join Citi Bike for $14.95/month,Subscriber
278,2018-05-04 16:47:31,2018-05-04 16:52:09,3203,Hamilton Park,3203,Hamilton Park,26240,Join Citi Bike for $14.95/month,Subscriber
518,2018-05-04 16:47:38,2018-05-04 16:56:17,3183,Exchange Place,3199,Newport Pkwy,29281,Annual Membership from Citi Bike App,Subscriber
247,2018-05-04 16:48:07,2018-05-04 16:52:15,3273,Manila & 1st,3203,Hamilton Park,29668,FREE Bonus Month with Annual Membership,Subscriber
114,2018-05-04 16:48:13,2018-05-04 16:50:07,3211,Newark Ave,3209,Brunswick St,29284,Annual Membership,Subscriber
192,2018-05-04 16:47:49,2018-05-04 16:51:01,3184,Paulus Hook,3267,Morris Canal,26315,Annual Membership,Subscriber
3172,2018-05-04 16:49:41,2018-05-04 17:42:34,3205,JC Medical Center,3205,JC Medical Center,29680,Single Ride,Customer
143,2018-05-04 16:50:20,2018-05-04 16:52:43,3211,Newark Ave,3278,Monmouth and 6th,33568,Annual Membership,Subscriber
222,2018-05-04 16:50:59,2018-05-04 16:54:42,3186,Grove St PATH,3203,Hamilton Park,33681,Annual Membership,Subscriber
122,2018-05-04 16:51:50,2018-05-04 16:53:52,3270,Jersey & 6th St,3278,Monmouth and 6th,26243,Annual Membership,Subscriber
347,2018-05-04 16:52:21,2018-05-04 16:58:09,3225,Baldwin at Montgomery,3483,Montgomery St,26227,Citi Bike Annual Membership,Subscriber
245,2018-05-04 16:52:36,2018-05-04 16:56:41,3273,Manila & 1st,3209,Brunswick St,26256,FREE Bonus Month with Annual Membership,Subscriber
330,2018-05-04 16:52:36,2018-05-04 16:58:07,3225,Baldwin at Montgomery,3483,Montgomery St,26309,Citi Bike Annual Membership,Subscriber
201,2018-05-04 16:53:41,2018-05-04 16:57:02,3640,Journal Square,3201,Dey St,33624,Annual Membership,Subscriber
316,2018-05-04 16:54:15,2018-05-04 16:59:32,3638,Washington St,3186,Grove St PATH,33608,Annual Membership,Subscriber
171,2018-05-04 16:54:19,2018-05-04 16:57:11,3278,Monmouth and 6th,3211,Newark Ave,26261,Annual Membership,Subscriber
351,2018-05-04 16:56:00,2018-05-04 17:01:52,3278,Monmouth and 6th,3206,Hilltop,33580,Annual Membership,Subscriber
1439,2018-05-04 16:56:12,2018-05-04 17:20:11,3199,Newport Pkwy,3183,Exchange Place,26182,FREE Bonus Month with Annual Membership,Subscriber
243,2018-05-04 16:56:45,2018-05-04 17:00:48,3186,Grove St PATH,3209,Brunswick St,33670,$25 Off Annual Membership,Subscriber
372,2018-05-04 16:56:58,2018-05-04 17:03:10,3275,Columbus Drive,3270,Jersey & 6th St,33581,Annual Membership,Subscriber
151,2018-05-04 16:57:48,2018-05-04 17:00:20,3186,Grove St PATH,3279,Dixon Mills,33654,Annual Membership,Subscriber
427,2018-05-04 17:00:50,2018-05-04 17:07:58,3267,Morris Canal,3183,Exchange Place,26315,FREE Bonus Month with Annual Membership,Subscriber
326,2018-05-04 17:02:01,2018-05-04 17:07:27,3203,Hamilton Park,3186,Grove St PATH,29674,Annual Membership from Citi Bike App,Subscriber
396,2018-05-04 17:02:07,2018-05-04 17:08:44,3183,Exchange Place,3186,Grove St PATH,33628,Annual Membership,Subscriber
230,2018-05-04 17:02:14,2018-05-04 17:06:04,3183,Exchange Place,3267,Morris Canal,33587,Annual Membership,Subscriber
582,2018-05-04 17:02:38,2018-05-04 17:12:20,3275,Columbus Drive,3186,Grove St PATH,26161,$25 Off Annual Membership,Subscriber
458,2018-05-04 17:05:08,2018-05-04 17:12:46,3639,Harborside,3199,Newport Pkwy,29625,Citi Bike Annual Membership,Subscriber
383,2018-05-04 17:05:42,2018-05-04 17:12:06,3272,Jersey & 3rd,3275,Columbus Drive,33660,Annual Membership,Subscriber
480,2018-05-04 17:06:05,2018-05-04 17:14:06,3210,Pershing Field,3195,Sip Ave,29569,Annual Membership,Subscriber
320,2018-05-04 17:06:11,2018-05-04 17:11:32,3195,Sip Ave,3207,Oakland Ave,29201,$25 Off Annual Membership,Subscriber
225,2018-05-04 17:06:18,2018-05-04 17:10:04,3186,Grove St PATH,3483,Montgomery St,33571,Annual Membership,Subscriber
350,2018-05-04 17:06:42,2018-05-04 17:12:32,3638,Washington St,3183,Exchange Place,33589,Annual Membership from Citi Bike App,Subscriber
482,2018-05-04 17:06:44,2018-05-04 17:14:46,3186,Grove St PATH,3192,Liberty Light Rail,33608,Join Citi Bike for $14.95/month,Subscriber
259,2018-05-04 17:07:11,2018-05-04 17:11:31,3202,Newport PATH,3275,Columbus Drive,29641,Annual Membership,Subscriber
352,2018-05-04 17:09:29,2018-05-04 17:15:21,3638,Washington St,3186,Grove St PATH,29269,$25 Off Annual Membership,Subscriber
1170,2018-05-04 17:09:48,2018-05-04 17:29:18,3183,Exchange Place,3269,Brunswick & 6th,29217,Annual Membership,Subscriber
773,2018-05-04 17:10:00,2018-05-04 17:22:54,3267,Morris Canal,3203,Hamilton Park,33587,Annual Membership,Subscriber
1486,2018-05-04 17:10:05,2018-05-04 17:34:51,3184,Paulus Hook,3640,Journal Square,26190,Annual Membership,Subscriber
2331,2018-05-04 17:10:38,2018-05-04 17:49:30,3209,Brunswick St,3269,Brunswick & 6th,29284,Annual Membership from Citi Bike App,Subscriber
397,2018-05-04 17:10:54,2018-05-04 17:17:31,3184,Paulus Hook,3202,Newport PATH,29678,Annual Membership,Subscriber
574,2018-05-04 17:11:34,2018-05-04 17:21:09,3192,Liberty Light Rail,3267,Morris Canal,33666,Annual Membership from Citi Bike App,Subscriber
1132,2018-05-04 17:11:43,2018-05-04 17:30:35,3183,Exchange Place,3195,Sip Ave,26244,$25 Off Annual Membership,Subscriber
140,2018-05-04 17:12:07,2018-05-04 17:14:27,3202,Newport PATH,3199,Newport Pkwy,29521,$25 Off Annual Membership,Subscriber
356,2018-05-04 17:13:13,2018-05-04 17:19:10,3214,Essex Light Rail,3275,Columbus Drive,33611,$25 Off Annual Membership,Subscriber
277,2018-05-04 17:15:19,2018-05-04 17:19:57,3186,Grove St PATH,3269,Brunswick & 6th,29674,Annual Membership,Subscriber
230,2018-05-04 17:15:26,2018-05-04 17:19:17,3639,Harborside,3202,Newport PATH,33572,Annual Membership,Subscriber
206,2018-05-04 17:16:16,2018-05-04 17:19:43,3186,Grove St PATH,3270,Jersey & 6th St,33628,$25 Off Annual Membership,Subscriber
202,2018-05-04 17:16:45,2018-05-04 17:20:08,3186,Grove St PATH,3272,Jersey & 3rd,29509,Annual Membership from Citi Bike App,Subscriber
429,2018-05-04 17:16:56,2018-05-04 17:24:06,3281,Leonard Gordon Park,3640,Journal Square,29676,$25 Off Annual Membership,Subscriber
195,2018-05-04 17:17:16,2018-05-04 17:20:32,3186,Grove St PATH,3272,Jersey & 3rd,29575,Annual Membership,Subscriber
648,2018-05-04 17:17:40,2018-05-04 17:28:29,3640,Journal Square,3281,Leonard Gordon Park,29453,Annual Membership,Subscriber
174,2018-05-04 17:18:57,2018-05-04 17:21:51,3196,Riverview Park,3198,Heights Elevator,26280,Annual Membership,Subscriber
783,2018-05-04 17:19:02,2018-05-04 17:32:06,3183,Exchange Place,3187,Warren St,29513,Annual Membership,Subscriber
1240,2018-05-04 17:19:08,2018-05-04 17:39:48,3273,Manila & 1st,3273,Manila & 1st,33635,$25 Off Annual Membership,Subscriber
256,2018-05-04 17:19:08,2018-05-04 17:23:25,3273,Manila & 1st,3278,Monmouth and 6th,26274,Annual Membership,Subscriber
406,2018-05-04 17:20:08,2018-05-04 17:26:54,3214,Essex Light Rail,3187,Warren St,29276,Annual Membership,Subscriber
634,2018-05-04 17:20:39,2018-05-04 17:31:14,3183,Exchange Place,3199,Newport Pkwy,33623,Annual Membership,Subscriber
357,2018-05-04 17:20:41,2018-05-04 17:26:39,3186,Grove St PATH,3203,Hamilton Park,26221,Annual Membership,Subscriber
550,2018-05-04 17:21:05,2018-05-04 17:30:15,3202,Newport PATH,3269,Brunswick & 6th,29662,Annual Membership,Subscriber
547,2018-05-04 17:21:40,2018-05-04 17:30:48,3202,Newport PATH,3639,Harborside,29266,24 Hour,Customer
276,2018-05-04 17:21:54,2018-05-04 17:26:30,3186,Grove St PATH,3269,Brunswick & 6th,29269,Annual Membership,Subscriber
308,2018-05-04 17:21:56,2018-05-04 17:27:05,3201,Dey St,3640,Journal Square,29603,Annual Membership,Subscriber
491,2018-05-04 17:22:19,2018-05-04 17:30:30,3639,Harborside,3273,Manila & 1st,29515,Annual Membership,Subscriber
127,2018-05-04 17:22:46,2018-05-04 17:24:54,3272,Jersey & 3rd,3278,Monmouth and 6th,29509,Annual Membership,Subscriber
207,2018-05-04 17:23:41,2018-05-04 17:27:09,3186,Grove St PATH,3213,Van Vorst Park,26161,Annual Membership,Subscriber
506,2018-05-04 17:23:44,2018-05-04 17:32:10,3195,Sip Ave,3207,Oakland Ave,29280,Annual Membership,Subscriber
560,2018-05-04 17:23:56,2018-05-04 17:33:16,3186,Grove St PATH,3639,Harborside,26193,$25 Off Annual Membership,Subscriber
331,2018-05-04 17:24:16,2018-05-04 17:29:48,3185,City Hall,3270,Jersey & 6th St,33615,Annual Membership,Subscriber
2744,2018-05-04 17:24:23,2018-05-04 18:10:07,3681,Grand St,3681,Grand St,33563,Single Ride,Customer
335,2018-05-04 17:24:42,2018-05-04 17:30:18,3185,City Hall,3203,Hamilton Park,25066,Annual Membership,Subscriber
285,2018-05-04 17:25:04,2018-05-04 17:29:50,3203,Hamilton Park,3186,Grove St PATH,33565,Annual Membership,Subscriber
328,2018-05-04 17:25:14,2018-05-04 17:30:42,3202,Newport PATH,3203,Hamilton Park,26311,Join Citi Bike for $14.95/month,Subscriber
821,2018-05-04 17:25:20,2018-05-04 17:39:02,3198,Heights Elevator,3640,Journal Square,26280,Annual Membership,Subscriber
257,2018-05-04 17:25:27,2018-05-04 17:29:44,3186,Grove St PATH,3269,Brunswick & 6th,33634,Annual Membership,Subscriber
1588,2018-05-04 17:25:43,2018-05-04 17:52:11,3183,Exchange Place,3196,Riverview Park,29479,Annual Membership,Subscriber
147,2018-05-04 17:25:49,2018-05-04 17:28:17,3183,Exchange Place,3275,Columbus Drive,33589,Annual Membership,Subscriber
211,2018-05-04 17:25:51,2018-05-04 17:29:23,3195,Sip Ave,3194,McGinley Square,29591,Annual Membership,Subscriber
1343,2018-05-04 17:25:53,2018-05-04 17:48:16,3196,Riverview Park,3183,Exchange Place,29124,Annual Membership,Subscriber
437,2018-05-04 17:27:05,2018-05-04 17:34:22,3183,Exchange Place,3273,Manila & 1st,33674,Join Citi Bike for $14.95/month,Subscriber
497,2018-05-04 17:28:09,2018-05-04 17:36:27,3202,Newport PATH,3214,Essex Light Rail,29220,Annual Membership,Subscriber
373,2018-05-04 17:28:35,2018-05-04 17:34:49,3186,Grove St PATH,3203,Hamilton Park,26297,Annual Membership,Subscriber
648,2018-05-04 17:28:47,2018-05-04 17:39:36,3183,Exchange Place,3278,Monmouth and 6th,33662,Annual Membership,Subscriber
431,2018-05-04 17:29:02,2018-05-04 17:36:13,3213,Van Vorst Park,3639,Harborside,29494,Annual Membership,Subscriber
493,2018-05-04 17:29:29,2018-05-04 17:37:42,3203,Hamilton Park,3186,Grove St PATH,26240,Annual Membership,Subscriber
168,2018-05-04 17:29:49,2018-05-04 17:32:37,3186,Grove St PATH,3272,Jersey & 3rd,33558,Annual Membership - Save 15%,Subscriber
323,2018-05-04 17:29:51,2018-05-04 17:35:15,3187,Warren St,3213,Van Vorst Park,26267,Annual Membership,Subscriber
376,2018-05-04 17:30:24,2018-05-04 17:36:40,3202,Newport PATH,3185,City Hall,26307,Annual Membership,Subscriber
513,2018-05-04 17:31:12,2018-05-04 17:39:46,3183,Exchange Place,3209,Brunswick St,26213,Annual Membership,Subscriber
389,2018-05-04 17:31:16,2018-05-04 17:37:45,3195,Sip Ave,3225,Baldwin at Montgomery,26189,Annual Membership,Subscriber
219,2018-05-04 17:31:45,2018-05-04 17:35:25,3639,Harborside,3202,Newport PATH,26212,Annual Membership,Subscriber
2228,2018-05-04 17:31:55,2018-05-04 18:09:04,3211,Newark Ave,3203,Hamilton Park,33604,Annual Membership,Subscriber
137,2018-05-04 17:32:21,2018-05-04 17:34:38,3279,Dixon Mills,3211,Newark Ave,29294,Annual Membership,Subscriber
158,2018-05-04 17:32:42,2018-05-04 17:35:20,3185,City Hall,3276,Marin Light Rail,29512,Annual Membership from Citi Bike App,Subscriber
393,2018-05-04 17:32:56,2018-05-04 17:39:29,3273,Manila & 1st,3278,Monmouth and 6th,29505,Annual Membership from Citi Bike App,Subscriber
190,2018-05-04 17:32:55,2018-05-04 17:36:05,3639,Harborside,3184,Paulus Hook,26264,Annual Membership,Subscriber
291,2018-05-04 17:32:59,2018-05-04 17:37:50,3186,Grove St PATH,3269,Brunswick & 6th,33565,Annual Membership,Subscriber
2678,2018-05-04 17:33:09,2018-05-04 18:17:48,3267,Morris Canal,3205,JC Medical Center,29455,Annual Membership,Subscriber
162,2018-05-04 17:35:00,2018-05-04 17:37:43,3272,Jersey & 3rd,3269,Brunswick & 6th,33558,Annual Membership - Save 15%,Subscriber
209,2018-05-04 17:35:03,2018-05-04 17:38:32,3186,Grove St PATH,3270,Jersey & 6th St,29522,Annual Membership,Subscriber
355,2018-05-04 17:35:38,2018-05-04 17:41:33,3275,Columbus Drive,3203,Hamilton Park,33611,Annual Membership,Subscriber
72,2018-05-04 17:35:49,2018-05-04 17:37:02,3210,Pershing Field,3210,Pershing Field,29598,Annual Membership from Citi Bike App,Subscriber
920,2018-05-04 17:36:08,2018-05-04 17:51:29,3183,Exchange Place,3207,Oakland Ave,31868,Annual Membership,Subscriber
2518,2018-05-04 17:36:09,2018-05-04 18:18:07,3681,Grand St,3270,Jersey & 6th St,29240,Annual Membership,Subscriber
501,2018-05-04 17:36:28,2018-05-04 17:44:50,3678,Fairmount Ave,3195,Sip Ave,33598,3 Day,Customer
257,2018-05-04 17:36:31,2018-05-04 17:40:49,3273,Manila & 1st,3203,Hamilton Park,33668,Annual Membership,Subscriber
997,2018-05-04 17:37:07,2018-05-04 17:53:44,3269,Brunswick & 6th,3272,Jersey & 3rd,29269,Annual Membership,Subscriber
1143,2018-05-04 17:37:24,2018-05-04 17:56:27,3210,Pershing Field,3187,Warren St,26265,Annual Membership from Citi Bike App,Subscriber
417,2018-05-04 17:37:28,2018-05-04 17:44:25,3192,Liberty Light Rail,3211,Newark Ave,33608,Annual Membership from Citi Bike App,Subscriber
254,2018-05-04 17:39:17,2018-05-04 17:43:32,3186,Grove St PATH,3209,Brunswick St,29229,Annual Membership,Subscriber
127,2018-05-04 17:40:20,2018-05-04 17:42:28,3183,Exchange Place,3639,Harborside,26268,FREE Bonus Month with Annual Membership,Subscriber
401,2018-05-04 17:40:31,2018-05-04 17:47:13,3267,Morris Canal,3186,Grove St PATH,33666,Annual Membership,Subscriber
419,2018-05-04 17:41:15,2018-05-04 17:48:15,3195,Sip Ave,3212,Christ Hospital,33607,Annual Membership,Subscriber
284,2018-05-04 17:41:30,2018-05-04 17:46:14,3186,Grove St PATH,3203,Hamilton Park,29626,Annual Membership,Subscriber
283,2018-05-04 17:41:39,2018-05-04 17:46:23,3186,Grove St PATH,3273,Manila & 1st,29247,$25 Off Annual Membership,Subscriber
314,2018-05-04 17:42:02,2018-05-04 17:47:17,3186,Grove St PATH,3270,Jersey & 6th St,29654,Annual Membership,Subscriber
326,2018-05-04 17:42:49,2018-05-04 17:48:16,3186,Grove St PATH,3209,Brunswick St,26272,Annual Membership,Subscriber
198,2018-05-04 17:43:32,2018-05-04 17:46:50,3183,Exchange Place,3214,Essex Light Rail,33636,Annual Membership,Subscriber
179,2018-05-04 17:43:54,2018-05-04 17:46:53,3211,Newark Ave,3270,Jersey & 6th St,29507,Annual Membership,Subscriber
274,2018-05-04 17:44:03,2018-05-04 17:48:38,3186,Grove St PATH,3209,Brunswick St,32435,Annual Membership,Subscriber
855,2018-05-04 17:44:17,2018-05-04 17:58:32,3196,Riverview Park,3202,Newport PATH,26214,Annual Membership from Citi Bike App,Subscriber
1662,2018-05-04 17:44:25,2018-05-04 18:12:08,3483,Montgomery St,3639,Harborside,33571,Citi Bike Annual Membership,Subscriber
393,2018-05-04 17:44:33,2018-05-04 17:51:07,3185,City Hall,3203,Hamilton Park,30386,Annual Membership,Subscriber
1647,2018-05-04 17:44:37,2018-05-04 18:12:05,3483,Montgomery St,3639,Harborside,29661,Citi Bike Annual Membership,Subscriber
267,2018-05-04 17:44:40,2018-05-04 17:49:08,3195,Sip Ave,3225,Baldwin at Montgomery,29616,Annual Membership,Subscriber
393,2018-05-04 17:45:24,2018-05-04 17:51:58,3186,Grove St PATH,3203,Hamilton Park,33659,Annual Membership,Subscriber
697,2018-05-04 17:45:41,2018-05-04 17:57:18,3202,Newport PATH,3184,Paulus Hook,33638,Annual Membership,Subscriber
402,2018-05-04 17:46:09,2018-05-04 17:52:51,3195,Sip Ave,3678,Fairmount Ave,29606,Annual Membership,Subscriber
463,2018-05-04 17:46:15,2018-05-04 17:53:59,3205,JC Medical Center,3268,Lafayette Park,26233,Annual Membership,Subscriber
107,2018-05-04 17:46:38,2018-05-04 17:48:26,3275,Columbus Drive,3187,Warren St,33630,Annual Membership,Subscriber
266,2018-05-04 17:47:33,2018-05-04 17:52:00,3202,Newport PATH,3639,Harborside,26212,Annual Membership,Subscriber
